,path,source,actor,gender,emotion,emotion_lb,split
1333,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-05-01-02-01-23.wav,Ravdess,23,male,5,male_angry,Test
1335,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-01-01-02-02-23.wav,Ravdess,23,male,1,male_neutral,Test
1337,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-01-01-01-23.wav,Ravdess,23,male,3,male_happy,Test
1338,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-02-02-01-23.wav,Ravdess,23,male,2,male_calm,Test
1340,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-01-01-02-23.wav,Ravdess,23,male,3,male_happy,Test
1341,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-02-01-02-23.wav,Ravdess,23,male,3,male_happy,Test
1342,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-04-01-02-02-23.wav,Ravdess,23,male,4,male_sad,Test
1344,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-01-01-01-01-23.wav,Ravdess,23,male,1,male_neutral,Test
1345,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-02-02-02-23.wav,Ravdess,23,male,2,male_calm,Test
1346,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-02-01-01-23.wav,Ravdess,23,male,2,male_calm,Test
1347,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-01-01-01-02-23.wav,Ravdess,23,male,1,male_neutral,Test
1348,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-05-02-01-01-23.wav,Ravdess,23,male,5,male_angry,Test
1349,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-07-02-01-01-23.wav,Ravdess,23,male,7,male_disgust,Test
1350,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-05-02-02-01-23.wav,Ravdess,23,male,5,male_angry,Test
1353,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-06-02-02-01-23.wav,Ravdess,23,male,6,male_fearful,Test
1354,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-02-01-02-23.wav,Ravdess,23,male,2,male_calm,Test
1355,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-04-02-02-02-23.wav,Ravdess,23,male,4,male_sad,Test
1356,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-01-01-02-23.wav,Ravdess,23,male,2,male_calm,Test
1357,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-01-02-02-23.wav,Ravdess,23,male,2,male_calm,Test
1358,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-05-01-01-02-23.wav,Ravdess,23,male,5,male_angry,Test
1360,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-02-01-02-01-23.wav,Ravdess,23,male,2,male_calm,Test
1361,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-01-02-01-23.wav,Ravdess,23,male,3,male_happy,Test
1362,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-07-01-01-01-23.wav,Ravdess,23,male,7,male_disgust,Test
1365,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-04-01-01-01-23.wav,Ravdess,23,male,4,male_sad,Test
1366,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-06-01-01-01-23.wav,Ravdess,23,male,6,male_fearful,Test
1370,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-03-01-02-02-23.wav,Ravdess,23,male,3,male_happy,Test
1371,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-01-01-01-23.wav,Ravdess,23,male,8,male_surprised,Test
1372,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-01-02-02-23.wav,Ravdess,23,male,8,male_surprised,Test
1373,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-02-01-01-23.wav,Ravdess,23,male,8,male_surprised,Test
1374,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-01-02-01-23.wav,Ravdess,23,male,8,male_surprised,Test
1375,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-02-02-01-23.wav,Ravdess,23,male,8,male_surprised,Test
1376,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-02-02-02-23.wav,Ravdess,23,male,8,male_surprised,Test
1378,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-01-01-02-23.wav,Ravdess,23,male,8,male_surprised,Test
1379,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_23/03-01-08-02-01-02-23.wav,Ravdess,23,male,8,male_surprised,Test
1380,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-01-01-01-24.wav,Ravdess,24,female,2,female_calm,Test
1381,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-01-02-02-24.wav,Ravdess,24,female,3,female_happy,Test
1382,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-02-02-01-24.wav,Ravdess,24,female,2,female_calm,Test
1383,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-04-01-01-01-24.wav,Ravdess,24,female,4,female_sad,Test
1384,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-02-01-02-24.wav,Ravdess,24,female,3,female_happy,Test
1385,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-01-01-02-01-24.wav,Ravdess,24,female,1,female_neutral,Test
1386,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-01-02-01-24.wav,Ravdess,24,female,3,female_happy,Test
1388,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-02-01-01-24.wav,Ravdess,24,female,3,female_happy,Test
1389,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-01-02-02-24.wav,Ravdess,24,female,2,female_calm,Test
1393,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-01-01-01-01-24.wav,Ravdess,24,female,1,female_neutral,Test
1394,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-06-02-02-01-24.wav,Ravdess,24,female,6,female_fearful,Test
1395,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-05-02-01-02-24.wav,Ravdess,24,female,5,female_angry,Test
1396,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-01-02-01-24.wav,Ravdess,24,female,2,female_calm,Test
1397,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-02-02-01-24.wav,Ravdess,24,female,3,female_happy,Test
1398,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-04-01-02-01-24.wav,Ravdess,24,female,4,female_sad,Test
1399,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-01-01-02-02-24.wav,Ravdess,24,female,1,female_neutral,Test
1400,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-05-01-02-02-24.wav,Ravdess,24,female,5,female_angry,Test
1402,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-01-01-02-24.wav,Ravdess,24,female,3,female_happy,Test
1403,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-04-02-01-02-24.wav,Ravdess,24,female,4,female_sad,Test
1404,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-05-02-01-01-24.wav,Ravdess,24,female,5,female_angry,Test
1406,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-06-02-02-02-24.wav,Ravdess,24,female,6,female_fearful,Test
1407,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-02-02-02-24.wav,Ravdess,24,female,3,female_happy,Test
1408,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-02-02-02-24.wav,Ravdess,24,female,2,female_calm,Test
1409,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-06-02-01-01-24.wav,Ravdess,24,female,6,female_fearful,Test
1414,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-06-01-02-01-24.wav,Ravdess,24,female,6,female_fearful,Test
1415,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-05-02-02-01-24.wav,Ravdess,24,female,5,female_angry,Test
1417,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-02-01-01-24.wav,Ravdess,24,female,2,female_calm,Test
1418,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-03-01-01-01-24.wav,Ravdess,24,female,3,female_happy,Test
1419,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-01-01-01-02-24.wav,Ravdess,24,female,1,female_neutral,Test
1420,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-04-02-02-02-24.wav,Ravdess,24,female,4,female_sad,Test
1421,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-02-01-02-24.wav,Ravdess,24,female,2,female_calm,Test
1424,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-02-01-01-02-24.wav,Ravdess,24,female,2,female_calm,Test
1426,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-02-01-01-24.wav,Ravdess,24,female,8,female_surprised,Test
1427,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-02-02-01-24.wav,Ravdess,24,female,8,female_surprised,Test
1428,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-07-02-02-02-24.wav,Ravdess,24,female,7,female_disgust,Test
1429,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-01-01-02-24.wav,Ravdess,24,female,8,female_surprised,Test
1431,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-02-02-02-24.wav,Ravdess,24,female,8,female_surprised,Test
1432,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-01-01-01-24.wav,Ravdess,24,female,8,female_surprised,Test
1433,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-02-01-02-24.wav,Ravdess,24,female,8,female_surprised,Test
1434,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-07-02-02-01-24.wav,Ravdess,24,female,7,female_disgust,Test
1435,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-01-02-01-24.wav,Ravdess,24,female,8,female_surprised,Test
1436,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-07-02-01-02-24.wav,Ravdess,24,female,7,female_disgust,Test
1437,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-07-01-02-01-24.wav,Ravdess,24,female,7,female_disgust,Test
1438,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-08-01-02-02-24.wav,Ravdess,24,female,8,female_surprised,Test
1439,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_24/03-01-07-02-01-01-24.wav,Ravdess,24,female,7,female_disgust,Test
